,sentence_no,word,pos,target
988,110,amanda,VBN,B-ACTOR
989,110,seyfried,VBN,I-ACTOR
990,110,starred,VBN,O
991,110,in,IN,O
992,111,what,WP,O
993,111,movie,NN,O
994,111,is,VBZ,O
995,111,ill,JJ,O
996,111,be,VB,O
997,111,back,RB,O
998,111,from,IN,O
999,112,show,VB,O
1000,112,me,PRP,O
1001,112,foreign,JJ,B-GENRE
1002,112,romance,NN,I-GENRE
1003,112,movies,NNS,O
1004,113,are,VBP,O
1005,113,there,EX,O
1006,113,any,DT,O
1007,113,scary,JJ,B-GENRE
1008,113,movies,NNS,O
1009,113,that,WDT,O
1010,113,are,VBP,O
1011,113,not,RB,B-RATING
1012,113,rated,VBN,I-RATING
1013,113,r,NN,I-RATING
1014,114,what,WP,O
1015,114,is,VBZ,O
1016,114,the,DT,O
1017,114,most,RBS,B-REVIEW
1018,114,popular,JJ,I-REVIEW
1019,114,martin,NN,B-DIRECTOR
1020,114,sheen,NN,I-DIRECTOR
1021,114,film,NN,O
1022,115,find,VB,O
1023,115,me,PRP,O
1024,115,the,DT,O
1025,115,movie,NN,O
1026,115,with,IN,O
1027,115,the,DT,O
1028,115,song,NN,O
1029,115,blue,NN,B-SONG
1030,115,hawaii,NN,I-SONG
1031,116,did,VBD,O
1032,116,rob,VB,B-DIRECTOR
1033,116,reiner,NN,I-DIRECTOR
1034,116,direct,VB,O
1035,116,a,DT,O
1036,116,movie,NN,O
1037,116,released,VBN,O
1038,116,in,IN,O
1039,116,1992,CD,B-YEAR
1040,116,that,WDT,O
1041,116,had,VBD,O
1042,116,a,DT,O
1043,116,military,JJ,B-PLOT
1044,116,drill,NN,I-PLOT
1045,116,team,NN,I-PLOT
1046,117,give,VB,O
1047,117,me,PRP,O
1048,117,a,DT,O
1049,117,list,NN,O
1050,117,of,IN,O
1051,117,all,DT,O
1052,117,movies,NNS,O
1053,117,that,WDT,O
1054,117,have,VBP,O
1055,117,the,DT,O
1056,117,song,NN,O
1057,117,ice,NN,B-SONG
1058,117,ice,NN,I-SONG
1059,117,baby,NN,I-SONG
1060,117,by,IN,O
1061,117,vanilla,NN,O
1062,117,ice,NN,O
1063,118,i,NN,O
1064,118,want,VBP,O
1065,118,to,TO,O
1066,118,buy,VB,O
1067,118,the,DT,O
1068,118,soundtrack,NN,B-SONG
1069,118,from,IN,O
1070,118,an,DT,O
1071,118,atmospheric,JJ,B-PLOT
1072,118,movie,NN,O
1073,119,show,VB,O
1074,119,me,PRP,O
1075,119,the,DT,O
1076,119,top,JJ,B-RATINGS_AVERAGE
1077,119,rated,VBN,I-RATINGS_AVERAGE
1078,119,movie,NN,I-RATINGS_AVERAGE
1079,119,of,IN,O
1080,119,2011,CD,B-YEAR
1081,120,what,WP,O
1082,120,is,VBZ,O
1083,120,bambi,VBN,B-TITLE
1084,120,about,IN,O
1085,121,find,VB,O
1086,121,me,PRP,O
1087,121,teen,JJ,B-GENRE
1088,121,films,NNS,I-GENRE
1089,121,from,IN,O
1090,121,the,DT,O
1091,121,1990s,CD,B-YEAR
1092,122,have,VB,O
1093,122,you,PRP,O
1094,122,got,VBN,O
1095,122,any,DT,O
1096,122,rock,NN,B-GENRE
1097,122,operas,NNS,I-GENRE
1098,123,list,NN,O
1099,123,the,DT,O
1100,123,science,NN,B-GENRE
1101,123,fiction,NN,I-GENRE
1102,123,movies,NNS,I-GENRE
1103,123,with,IN,O
1104,123,selma,JJ,B-ACTOR
1105,123,blair,NN,I-ACTOR
1106,124,who,WP,O
1107,124,directed,VBD,B-DIRECTOR
1108,124,cars,NNS,B-TITLE
1109,125,find,VB,O
1110,125,me,PRP,O
1111,125,movies,NNS,O
1112,125,about,IN,O
1113,125,dragons,NNS,B-PLOT
1114,126,can,MD,O
1115,126,you,PRP,O
1116,126,find,VB,O
1117,126,me,PRP,O
1118,126,a,DT,O
1119,126,steven,JJ,B-DIRECTOR
1120,126,spielberg,NN,I-DIRECTOR
1121,126,movie,NN,O
1122,127,did,VBD,O
1123,127,george,VB,B-DIRECTOR
1124,127,clooney,NN,I-DIRECTOR
1125,127,direct,VB,O
1126,127,a,DT,O
1127,127,political,JJ,B-GENRE
1128,127,drama,NN,I-GENRE
1129,127,movie,NN,O
1130,128,show,VB,O
1131,128,me,PRP,O
1132,128,musicals,NNS,B-GENRE
1133,128,starring,VBG,O
1134,128,judy,NN,B-ACTOR
1135,128,garland,NN,I-ACTOR
1136,129,what,WDT,O
1137,129,was,VBD,O
1138,129,the,DT,O
1139,129,first,JJ,B-YEAR
1140,129,movie,NN,O
1141,129,leonardo,NN,B-ACTOR
1142,129,dicaprio,NN,I-ACTOR
1143,129,starred,VBD,O
1144,129,in,IN,O
1145,130,are,VBP,O
1146,130,there,EX,O
1147,130,any,DT,O
1148,130,childrens,NNS,B-GENRE
1149,130,movies,NNS,O
1150,130,with,IN,O
1151,130,danny,NN,B-ACTOR
1152,130,devito,NN,I-ACTOR
1153,131,movie,NN,O
1154,131,starring,VBG,O
1155,131,john,NN,B-ACTOR
1156,131,krasinski,NN,I-ACTOR
1157,132,look,VB,O
1158,132,up,RP,O
1159,132,the,DT,O
1160,132,best,JJS,O
1161,132,british,JJ,B-PLOT
1162,132,films,NNS,O
1163,133,could,MD,O
1164,133,you,PRP,O
1165,133,locate,VB,O
1166,133,a,DT,O
1167,133,mobster,NN,B-PLOT
1168,133,film,NN,O
1169,133,starring,VBG,O
1170,133,will,MD,B-ACTOR
1171,133,smith,VB,I-ACTOR
1172,134,how,WRB,O
1173,134,many,JJ,O
1174,134,friday,VBP,B-TITLE
1175,134,the,DT,I-TITLE
1176,134,13th,JJ,I-TITLE
1177,134,movies,NNS,O
1178,134,were,VBD,O
1179,134,made,VBN,O
1180,134,in,IN,O
1181,134,the,DT,O
1182,134,1980s,NNS,B-YEAR
1183,135,i,NN,O
1184,135,loved,VBD,O
1185,135,angelina,JJ,B-ACTOR
1186,135,jolie,NN,I-ACTOR
1187,135,in,IN,O
1188,135,tomb,NN,B-TITLE
1189,135,raider,NN,I-TITLE
1190,136,list,NN,O
1191,136,the,DT,O
1192,136,movies,NNS,O
1193,136,with,IN,O
1194,136,steve,JJ,B-ACTOR
1195,136,carrel,NN,I-ACTOR
1196,136,and,CC,O
1197,136,ben,NN,B-ACTOR
1198,136,stiller,NN,I-ACTOR
1199,137,who,WP,O
1200,137,stars,VBZ,O
1201,137,in,IN,O
1202,137,the,DT,O
1203,137,remake,NN,O
1204,137,of,IN,O
1205,137,the,DT,O
1206,137,movie,NN,O
1207,137,dirty,NN,B-TITLE
1208,137,dancing,NN,I-TITLE
1209,138,what,WP,O
1210,138,movies,NNS,O
1211,138,are,VBP,O
1212,138,similar,JJ,B-PLOT
1213,138,to,TO,O
1214,138,gnomeo,VB,B-TITLE
1215,138,and,CC,I-TITLE
1216,138,juliet,VB,I-TITLE
1217,139,where,WRB,O
1218,139,does,VBZ,O
1219,139,you,PRP,O
1220,139,talking,VBG,O
1221,139,to,TO,O
1222,139,me,PRP,O
1223,139,come,VB,O
1224,139,from,IN,O
1225,140,did,VBD,O
1226,140,bill,NN,B-ACTOR
1227,140,murray,NN,I-ACTOR
1228,140,star,NN,O
1229,140,in,IN,O
1230,140,any,DT,O
1231,140,action,NN,B-GENRE
1232,140,movies,NNS,I-GENRE
1233,141,what,WDT,O
1234,141,was,VBD,O
1235,141,the,DT,O
1236,141,first,JJ,O
1237,141,movie,NN,O
1238,141,martin,NN,B-DIRECTOR
1239,141,scorsese,JJ,I-DIRECTOR
1240,141,directed,VBD,O
1241,142,do,VBP,O
1242,142,you,PRP,O
1243,142,have,VB,O
1244,142,any,DT,O
1245,142,documentaries,NNS,B-GENRE
1246,142,about,IN,O
1247,142,pollution,NN,B-PLOT
1248,142,in,IN,I-PLOT
1249,142,china,NN,I-PLOT
1250,143,what,WP,O
1251,143,movie,NN,O
1252,143,has,VBZ,O
1253,143,the,DT,O
1254,143,most,RBS,B-REVIEW
1255,143,famous,JJ,I-REVIEW
1256,143,soundtrack,NN,B-SONG
1257,144,what,WDT,O
1258,144,was,VBD,O
1259,144,the,DT,O
1260,144,name,NN,O
1261,144,of,IN,O
1262,144,the,DT,O
1263,144,film,NN,O
1264,144,starring,VBG,O
1265,144,cary,JJ,B-ACTOR
1266,144,grant,NN,I-ACTOR
1267,144,and,CC,O
1268,144,eva,VB,B-ACTOR
1269,144,marie,NN,I-ACTOR
1270,144,saint,NN,I-ACTOR
1271,145,who,WP,O
1272,145,has,VBZ,O
1273,145,top,JJ,O
1274,145,billing,NN,O
1275,145,for,IN,O
1276,145,backdraft,NN,B-TITLE
1277,146,what,WDT,O
1278,146,was,VBD,O
1279,146,the,DT,O
1280,146,theme,NN,B-SONG
1281,146,song,NN,I-SONG
1282,146,to,TO,O
1283,146,8,CD,B-TITLE
1284,146,mile,NN,I-TITLE
1285,147,show,VB,O
1286,147,me,PRP,O
1287,147,drama,JJ,B-GENRE
1288,147,movies,NNS,O
1289,147,with,IN,O
1290,147,america,JJ,B-ACTOR
1291,147,fererra,NN,I-ACTOR
1292,148,are,VBP,O
1293,148,there,EX,O
1294,148,any,DT,O
1295,148,movies,NNS,O
1296,148,with,IN,O
1297,148,susan,JJ,B-ACTOR
1298,148,sarandon,NN,I-ACTOR
1299,148,and,CC,O
1300,148,jenna,NN,B-ACTOR
1301,148,elfman,NN,I-ACTOR
1302,149,show,VB,O
1303,149,me,PRP,O
1304,149,musicals,NNS,B-GENRE
1305,149,starring,VBG,O
1306,149,julie,NN,B-ACTOR
1307,149,andrews,NNS,I-ACTOR
1308,149,that,WDT,O
1309,149,were,VBD,O
1310,149,rated,VBN,B-RATINGS_AVERAGE
1311,149,five,CD,I-RATINGS_AVERAGE
1312,149,stars,NNS,I-RATINGS_AVERAGE
1313,150,find,VB,O
1314,150,the,DT,O
1315,150,name,NN,O
1316,150,of,IN,O
1317,150,the,DT,O
1318,150,actor,NN,B-ACTOR
1319,150,who,WP,O
1320,150,play,VBP,O
1321,150,danny,NN,B-CHARACTER
1322,150,in,IN,O
1323,150,grease,NN,B-TITLE
1324,151,did,VBD,O
1325,151,russel,VB,B-ACTOR
1326,151,crowe,NN,I-ACTOR
1327,151,star,NN,O
1328,151,in,IN,O
1329,151,a,DT,O
1330,151,movie,NN,O
1331,151,about,IN,O
1332,151,a,DT,O
1333,151,mathematician,NN,B-PLOT
1334,151,released,VBN,O
1335,151,in,IN,O
1336,151,2001,CD,B-PLOT
1337,152,who,WP,O
1338,152,played,VBD,O
1339,152,ron,NN,B-CHARACTER
1340,152,weasley,NN,I-CHARACTER
1341,152,in,IN,O
1342,152,harry,NN,B-TITLE
1343,152,potter,NN,I-TITLE
1344,153,movie,NN,O
1345,153,about,IN,O
1346,153,two,CD,B-PLOT
1347,153,groups,NNS,I-PLOT
1348,153,of,IN,I-PLOT
1349,153,robbers,NNS,I-PLOT
1350,153,robbing,VBG,I-PLOT
1351,153,the,DT,I-PLOT
1352,153,same,JJ,I-PLOT
1353,153,bank,NN,I-PLOT
1354,154,are,VBP,O
1355,154,there,RB,O
1356,154,any,DT,O
1357,154,new,JJ,O
1358,154,movies,NNS,O
1359,154,from,IN,O
1360,154,2011,CD,B-YEAR
1361,154,directed,VBN,O
1362,154,by,IN,O
1363,154,steven,JJ,B-DIRECTOR
1364,154,spielberg,NN,I-DIRECTOR
1365,155,whats,NNS,O
1366,155,the,DT,O
1367,155,movie,NN,O
1368,155,with,IN,O
1369,155,a,DT,O
1370,155,song,NN,B-SONG
1371,155,by,IN,I-SONG
1372,155,coolio,NN,I-SONG
1373,156,funniest,JJS,B-REVIEW
1374,156,trailer,NN,B-TRAILER
1375,156,for,IN,O
1376,156,new,JJ,O
1377,156,movie,NN,O
1378,157,show,VB,O
1379,157,me,PRP,O
1380,157,robert,JJ,B-ACTOR
1381,157,deniro,JJ,I-ACTOR
1382,157,movies,NNS,O
1383,157,about,IN,O
1384,157,mobsters,NNS,B-PLOT
1385,158,what,WDT,O
1386,158,are,VBP,O
1387,158,recent,JJ,O
1388,158,clint,NN,B-ACTOR
1389,158,eastwood,NN,I-ACTOR
1390,158,movies,NNS,O
1391,159,how,WRB,O
1392,159,many,JJ,O
1393,159,rocky,JJ,B-TITLE
1394,159,movies,NNS,O
1395,159,are,VBP,O
1396,159,out,RP,O
1397,160,who,WP,O
1398,160,is,VBZ,O
1399,160,the,DT,O
1400,160,main,JJ,B-CHARACTER
1401,160,character,NN,O
1402,160,of,IN,O
1403,160,a,DT,B-TITLE
1404,160,bronx,JJ,I-TITLE
1405,160,tale,NN,I-TITLE
1406,161,is,VBZ,O
1407,161,there,EX,O
1408,161,a,DT,O
1409,161,sequel,NN,B-TITLE
1410,161,to,TO,O
1411,161,the,DT,O
1412,161,movie,NN,O
1413,161,speed,NN,B-TITLE
1414,162,are,VBP,O
1415,162,there,EX,O
1416,162,any,DT,O
1417,162,movies,NNS,O
1418,162,directed,VBN,O
1419,162,by,IN,O
1420,162,anthony,NN,B-DIRECTOR
1421,162,minghella,NN,I-DIRECTOR
1422,162,starring,VBG,O
1423,162,matt,NN,B-ACTOR
1424,162,damon,NN,I-ACTOR
1425,163,list,NN,O
1426,163,the,DT,O
1427,163,costume,JJ,B-GENRE
1428,163,drama,NN,I-GENRE
1429,163,movies,NNS,O
1430,163,directed,VBN,O
1431,163,by,IN,O
1432,163,milos,NN,B-DIRECTOR
1433,163,forman,NN,I-DIRECTOR
1434,164,show,VB,O
1435,164,me,PRP,O
1436,164,a,DT,O
1437,164,movie,NN,O
1438,164,about,IN,O
1439,164,life,NN,B-PLOT
1440,164,in,IN,I-PLOT
1441,164,the,DT,I-PLOT
1442,164,1980s,NNS,I-PLOT
1443,165,which,WDT,O
1444,165,movie,NN,O
1445,165,did,VBD,O
1446,165,brad,VB,B-ACTOR
1447,165,pitt,NN,I-ACTOR
1448,165,and,CC,O
1449,165,angelina,VB,B-ACTOR
1450,165,jolie,NN,I-ACTOR
1451,165,star,NN,O
1452,165,in,IN,O
1453,165,together,NN,O
1454,166,when,WRB,O
1455,166,does,VBZ,O
1456,166,the,DT,O
1457,166,new,JJ,O
1458,166,hobbit,NN,B-PLOT
1459,166,movie,NN,O
1460,166,come,VBN,O
1461,166,out,RP,O
1462,167,what,WP,O
1463,167,movies,NNS,O
1464,167,were,VBD,O
1465,167,directed,VBN,O
1466,167,by,IN,O
1467,167,woody,NN,B-DIRECTOR
1468,167,allen,VBN,I-DIRECTOR
1469,167,in,IN,O
1470,167,the,DT,O
1471,167,1980s,NNS,B-RATINGS_AVERAGE
1472,168,do,VB,O
1473,168,other,JJ,O
1474,168,people,NNS,O
1475,168,think,VBP,O
1476,168,that,IN,O
1477,168,godfather,JJR,B-TITLE
1478,168,iii,NN,I-TITLE
1479,168,was,VBD,O
1480,168,just,RB,O
1481,168,terrible,JJ,O
1482,169,what,WP,O
1483,169,is,VBZ,O
1484,169,the,DT,O
1485,169,highest,JJS,B-RATINGS_AVERAGE
1486,169,rated,JJ,I-RATINGS_AVERAGE
1487,169,kids,NNS,B-GENRE
1488,169,new,JJ,O
1489,169,release,NN,O
1490,169,involving,VBG,O
1491,169,cartoons,NNS,B-GENRE
1492,170,list,NN,O
1493,170,war,NN,B-PLOT
1494,170,movies,NNS,O
1495,170,about,IN,O
1496,170,world,NN,B-PLOT
1497,170,war,NN,I-PLOT
1498,170,ii,NN,I-PLOT
1499,170,released,VBN,O
1500,170,in,IN,O
1501,170,the,DT,O
1502,170,1990s,CD,B-YEAR
1503,171,get,VB,O
1504,171,me,PRP,O
1505,171,all,DT,O
1506,171,biography,NN,B-GENRE
1507,171,movies,NNS,O
1508,171,where,WRB,O
1509,171,a,DT,O
1510,171,real,JJ,O
1511,171,us,PRP,B-PLOT
1512,171,president,NN,I-PLOT
1513,171,was,VBD,O
1514,171,portrayed,VBN,O
1515,172,what,WP,O
1516,172,movies,NNS,O
1517,172,have,VBP,O
1518,172,funny,JJ,B-GENRE
1519,172,wedding,NN,B-PLOT
1520,172,toasts,NNS,I-PLOT
1521,173,what,WP,O
1522,173,movie,NN,O
1523,173,was,VBD,O
1524,173,britney,JJ,B-ACTOR
1525,173,spears,NNS,I-ACTOR
1526,173,in,IN,O
1527,173,where,WRB,O
1528,173,she,PRP,O
1529,173,sang,VBD,O
1530,173,satisfaction,NN,B-SONG
1531,174,find,VB,O
1532,174,movies,NNS,O
1533,174,set,VBN,O
1534,174,in,IN,O
1535,174,chicago,NN,B-PLOT
1536,175,who,WP,O
1537,175,directed,VBD,O
1538,175,indiana,NN,B-TITLE
1539,175,jones,NNS,I-TITLE
1540,176,show,VB,O
1541,176,me,PRP,O
1542,176,all,DT,O
1543,176,horror,VBP,B-GENRE
1544,176,films,NNS,O
1545,176,from,IN,O
1546,176,the,DT,O
1547,176,2000s,CD,B-YEAR
1548,177,find,VB,O
1549,177,the,DT,O
1550,177,judd,NN,B-DIRECTOR
1551,177,apatow,NN,I-DIRECTOR
1552,177,movies,NNS,O
1553,177,released,VBN,O
1554,177,in,IN,O
1555,177,the,DT,O
1556,177,2000s,CD,B-YEAR
1557,178,what,WP,O
1558,178,pg,VBD,B-RATING
1559,178,13,CD,I-RATING
1560,178,movies,NNS,O
1561,178,are,VBP,O
1562,178,there,RB,O
1563,178,with,IN,O
1564,178,ghosts,NNS,B-PLOT
1565,179,do,VB,O
1566,179,most,JJS,O
1567,179,people,NNS,O
1568,179,think,VBP,O
1569,179,that,IN,O
1570,179,godfather,JJR,B-TITLE
1571,179,iii,NN,I-TITLE
1572,179,was,VBD,O
1573,179,terrible,JJ,B-RATING
1574,180,find,VB,O
1575,180,me,PRP,O
1576,180,movies,NNS,O
1577,180,since,IN,B-YEAR
1578,180,2002,CD,I-YEAR
1579,180,about,IN,O
1580,180,a,DT,O
1581,180,dog,NN,B-PLOT
1582,181,find,NN,O
1583,181,car,NN,B-PLOT
1584,181,chase,JJ,I-PLOT
1585,181,movie,NN,O
1586,181,with,IN,O
1587,181,jason,NN,B-ACTOR
1588,181,statum,NN,I-ACTOR
1589,181,in,IN,O
1590,181,it,PRP,O
1591,182,what,WP,O
1592,182,year,NN,B-YEAR
1593,182,did,VBD,O
1594,182,godfather,RB,B-TITLE
1595,182,1,CD,I-TITLE
1596,182,come,VBD,O
1597,182,out,RP,O
1598,183,what,WP,O
1599,183,movies,NNS,O
1600,183,did,VBD,O
1601,183,nora,RB,O
1602,183,ephron,VB,O
1603,183,write,NN,O
1604,184,what,WP,O
1605,184,was,VBD,O
1606,184,steven,VBN,B-DIRECTOR
1607,184,spielbergs,JJ,I-DIRECTOR
1608,184,last,JJ,O
1609,184,award,NN,B-RATINGS_AVERAGE
1610,184,winning,VBG,I-RATINGS_AVERAGE
1611,184,movie,NN,O
1612,185,im,NN,O
1613,185,looking,VBG,O
1614,185,for,IN,O
1615,185,the,DT,O
1616,185,well,NN,B-REVIEW
1617,185,known,VBN,I-REVIEW
1618,185,film,NN,O
1619,185,made,VBN,O
1620,185,by,IN,O
1621,185,julia,JJ,B-ACTOR
1622,185,roberts,NNS,I-ACTOR
1623,185,in,IN,O
1624,185,1993,CD,B-YEAR
1625,186,what,WP,O
1626,186,is,VBZ,O
1627,186,the,DT,O
1628,186,best,JJS,B-REVIEW
1629,186,movie,NN,O
1630,186,of,IN,O
1631,186,2012,CD,B-YEAR
1632,187,im,NN,O
1633,187,looking,VBG,O
1634,187,for,IN,O
1635,187,an,DT,O
1636,187,awful,JJ,B-REVIEW
1637,187,movie,NN,I-REVIEW
1638,187,about,IN,O
1639,187,teenagers,NNS,B-PLOT
1640,187,lost,VBN,I-PLOT
1641,187,in,IN,I-PLOT
1642,187,the,DT,I-PLOT
1643,187,woods,NNS,I-PLOT
1644,188,which,WDT,O
1645,188,film,NN,O
1646,188,was,VBD,O
1647,188,it,PRP,O
1648,188,that,WDT,O
1649,188,contained,VBD,O
1650,188,the,DT,O
1651,188,line,NN,O
1652,188,phone,NN,O
1653,188,home,NN,O
1654,189,do,VBP,O
1655,189,you,PRP,O
1656,189,have,VB,O
1657,189,any,DT,O
1658,189,police,NN,B-PLOT
1659,189,dramas,NN,B-GENRE
1660,189,rated,VBN,O
1661,189,pg13,NN,B-RATING
1662,190,what,WDT,O
1663,190,are,VBP,O
1664,190,the,DT,O
1665,190,movies,NNS,O
1666,190,darren,VBP,B-DIRECTOR
1667,190,aranofsky,NN,I-DIRECTOR
1668,190,has,VBZ,O
1669,190,directed,VBN,O
1670,191,show,VB,O
1671,191,me,PRP,O
1672,191,the,DT,O
1673,191,best,JJS,B-RATINGS_AVERAGE
1674,191,reviews,NN,I-RATINGS_AVERAGE
1675,191,of,IN,O
1676,191,2011,CD,B-YEAR
1677,192,which,WDT,O
1678,192,movies,NNS,O
1679,192,are,VBP,O
1680,192,similar,JJ,B-REVIEW
1681,192,to,TO,O
1682,192,gnomeo,VB,B-TITLE
1683,192,and,CC,I-TITLE
1684,192,juliet,VB,I-TITLE
1685,193,how,WRB,O
1686,193,many,JJ,O
1687,193,james,NNS,B-CHARACTER
1688,193,bond,NN,I-CHARACTER
1689,193,movies,NNS,O
1690,193,were,VBD,O
1691,193,made,VBN,O
1692,193,before,IN,B-YEAR
1693,193,the,DT,I-YEAR
1694,193,year,NN,I-YEAR
1695,193,2000,CD,I-YEAR
1696,194,are,VBP,O
1697,194,there,EX,O
1698,194,any,DT,O
1699,194,g,NN,B-RATING
1700,194,rated,VBN,O
1701,194,movies,NNS,O
1702,194,with,IN,O
1703,194,a,DT,O
1704,194,giraffe,NN,B-PLOT
1705,195,can,MD,O
1706,195,you,PRP,O
1707,195,get,VB,O
1708,195,me,PRP,O
1709,195,a,DT,O
1710,195,documentary,NN,B-GENRE
1711,195,directed,VBN,O
1712,195,by,IN,O
1713,195,michael,NN,B-DIRECTOR
1714,195,moore,NN,I-DIRECTOR
1715,195,about,IN,O
1716,195,health,NN,B-PLOT
1717,195,care,NN,I-PLOT
1718,196,show,VB,O
1719,196,me,PRP,O
1720,196,the,DT,O
1721,196,lists,NNS,O
1722,196,of,IN,O
1723,196,braddock,NN,B-DIRECTOR
1724,196,films,NNS,O
1725,197,which,WDT,O
1726,197,movie,NN,O
1727,197,includes,VBZ,O
1728,197,your,PRP$,B-SONG
1729,197,touch,NN,I-SONG
1730,197,by,IN,O
1731,197,the,DT,O
1732,197,black,JJ,B-SONG
1733,197,keys,NN,I-SONG
1734,198,what,WP,O
1735,198,movies,NNS,O
1736,198,is,VBZ,O
1737,198,considered,VBN,O
1738,198,the,DT,O
1739,198,worst,JJS,B-RATINGS_AVERAGE
1740,198,by,IN,O
1741,198,critics,NNS,O
1742,199,show,VB,O
1743,199,me,PRP,O
1744,199,non,JJ,B-PLOT
1745,199,disney,NN,I-PLOT
1746,199,cartoons,NNS,B-GENRE
1747,199,with,IN,O
1748,199,a,DT,O
1749,199,g,NN,B-RATING
1750,199,rating,NN,I-RATING
1751,200,when,WRB,O
1752,200,is,VBZ,O
1753,200,the,DT,O
1754,200,next,JJ,O
1755,200,star,NN,B-TITLE
1756,200,wars,NNS,I-TITLE
1757,200,movie,NN,O
1758,200,coming,VBG,O
1759,200,out,RP,O
1760,201,courtney,NN,B-ACTOR
1761,201,foxx,NN,I-ACTOR
1762,201,looks,VBZ,B-PLOT
1763,201,great,JJ,I-PLOT
1764,201,in,IN,O
1765,201,this,DT,O
1766,201,movie,NN,O
1767,202,show,VB,O
1768,202,me,PRP,O
1769,202,films,JJ,O
1770,202,set,VBN,O
1771,202,in,IN,O
1772,202,world,NN,B-PLOT
1773,202,war,NN,I-PLOT
1774,202,i,NN,I-PLOT
1775,202,released,VBN,O
1776,202,in,IN,O
1777,202,the,DT,O
1778,202,1970s,NNS,B-YEAR
1779,203,who,WP,O
1780,203,directed,VBD,B-DIRECTOR
1781,203,the,DT,B-TITLE
1782,203,shining,NN,I-TITLE
1783,204,show,VB,O
1784,204,me,PRP,O
1785,204,movies,NNS,O
1786,204,directed,VBN,B-DIRECTOR
1787,204,by,IN,O
1788,204,drew,NN,B-DIRECTOR
1789,204,barrymore,NN,I-DIRECTOR
1790,205,who,WP,O
1791,205,directed,VBD,B-DIRECTOR
1792,205,the,DT,O
1793,205,harry,NN,B-TITLE
1794,205,potter,NN,I-TITLE
1795,205,movies,NNS,O
1796,206,top,JJ,B-REVIEW
1797,206,rated,VBN,I-REVIEW
1798,206,action,NN,B-GENRE
1799,206,movies,NNS,O
1800,207,did,VBD,O
1801,207,the,DT,O
1802,207,original,JJ,B-TITLE
1803,207,little,JJ,I-TITLE
1804,207,mermaid,NN,I-TITLE
1805,207,made,VBN,O
1806,207,by,IN,O
1807,207,hans,NNS,O
1808,207,christian,JJ,O
1809,207,anderson,NN,O
1810,207,ever,RB,O
1811,207,come,VBN,O
1812,207,out,RP,O
1813,207,on,IN,O
1814,207,dvd,NN,O
1815,208,what,WP,O
1816,208,r,NN,B-RATING
1817,208,rated,VBD,I-RATING
1818,208,horror,JJ,B-GENRE
1819,208,movies,NNS,I-GENRE
1820,208,are,VBP,O
1821,208,about,IN,O
1822,208,boats,NNS,B-PLOT
1823,209,was,VBD,O
1824,209,a,DT,B-TITLE
1825,209,beautiful,JJ,I-TITLE
1826,209,mind,NN,I-TITLE
1827,209,an,DT,O
1828,209,original,JJ,B-SONG
1829,209,score,NN,I-SONG
1830,210,what,WP,O
1831,210,is,VBZ,O
1832,210,shierly,JJ,B-ACTOR
1833,210,temples,NNS,I-ACTOR
1834,210,greatest,JJS,B-REVIEW
1835,210,movie,NN,O
1836,211,find,VB,O
1837,211,me,PRP,O
1838,211,movies,NNS,O
1839,211,with,IN,O
1840,211,cameron,NN,B-ACTOR
1841,211,diaz,NN,I-ACTOR
1842,211,from,IN,O
1843,211,the,DT,O
1844,211,2000s,CD,B-YEAR
1845,212,show,VB,O
1846,212,me,PRP,O
1847,212,the,DT,O
1848,212,movie,NN,O
1849,212,named,VBN,O
1850,212,hugo,NN,B-TITLE
1851,213,could,MD,O
1852,213,you,PRP,O
1853,213,locate,VB,O
1854,213,the,DT,O
1855,213,1990s,CD,B-YEAR
1856,213,film,NN,O
1857,213,about,IN,B-PLOT
1858,213,a,DT,I-PLOT
1859,213,high,JJ,I-PLOT
1860,213,school,NN,I-PLOT
1861,213,starring,VBG,O
1862,213,sean,JJ,B-ACTOR
1863,213,penn,NN,I-ACTOR
1864,214,are,VBP,O
1865,214,there,EX,O
1866,214,any,DT,O
1867,214,r,NN,B-RATING
1868,214,rated,VBN,I-RATING
1869,214,movies,NNS,O
1870,214,about,IN,O
1871,214,horses,NNS,B-PLOT
1872,214,from,IN,O
1873,214,the,DT,O
1874,214,1980s,CD,B-YEAR
1875,215,did,VBD,O
1876,215,billy,RB,B-ACTOR
1877,215,crystal,JJ,I-ACTOR
1878,215,ever,RB,O
1879,215,star,NN,O
1880,215,in,IN,O
1881,215,a,DT,O
1882,215,sci,NN,B-GENRE
1883,215,fi,NN,I-GENRE
1884,215,film,NN,I-GENRE
1885,216,how,WRB,O
1886,216,many,JJ,O
1887,216,films,NNS,O
1888,216,has,VBZ,O
1889,216,disney,NN,B-GENRE
1890,216,released,VBN,B-YEAR
1891,216,since,IN,I-YEAR
1892,216,2001,CD,I-YEAR
1893,217,find,VB,O
1894,217,me,PRP,O
1895,217,movies,NNS,O
1896,217,with,IN,O
1897,217,laurence,NN,B-ACTOR
1898,217,olivier,NN,I-ACTOR
1899,217,released,VBN,O
1900,217,in,IN,O
1901,217,the,DT,O
1902,217,1940s,NNS,B-YEAR
1903,218,show,VB,O
1904,218,me,PRP,O
1905,218,the,DT,O
1906,218,jason,NN,B-CHARACTER
1907,218,bourne,JJ,I-CHARACTER
1908,218,movies,NNS,O
1909,218,from,IN,O
1910,218,the,DT,O
